# tuning.csv -- written by calibrate.py yawmanual
# run_start_local: 2026-05-13T15:16:07
# run_start_utc: 2026-05-13T13:16:07+00:00
# duration_arg_s: 30.0
# ATC_RAT_YAW_P: 0.014999999664723873
# ATC_RAT_YAW_I: 0.0
# ATC_RAT_YAW_D: 0.0
# ATC_RAT_YAW_IMAX: 0.699999988079071
# H_YAW_TRIM: 0.0
# SERVO4_MIN: 800.0
# SERVO4_MAX: 1100.0
# SERVO4_TRIM: 800.0
# SERVO4_FUNCTION: 0.0
# SCR_USER6: 2.0
# H_TAIL_TYPE: 4.0
#
t_s,armed,yaw_rate_dps,target_dps,servo4_pwm,vbat_v,current_a,power_w,yaw_i_lua,yaw_out_unclamp_lua,kp,ki,kd,imax,h_yaw_trim
2.0762,1,0.0020,0.0,800,15.117,0.120,1.81,0.000000,-0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
2.0771,1,-0.0075,0.0,800,15.117,0.120,1.81,0.000000,-0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
2.0777,1,0.0019,0.0,800,15.117,0.120,1.81,0.000000,-0.000010,0.015000,0.000000,0.000000,0.700000,0.000000
2.0786,1,0.0078,0.0,800,15.117,0.120,1.81,0.000000,0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
2.0791,1,-0.0025,0.0,800,15.117,0.120,1.81,0.000000,0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
2.7633,1,0.0116,0.0,800,15.117,0.120,1.81,0.000000,0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
2.7638,1,-0.0347,0.0,800,15.117,0.120,1.81,0.000000,-0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
2.7643,1,-0.0017,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
2.7647,1,-0.0129,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
2.7652,1,0.0040,0.0,800,15.117,0.120,1.81,0.000000,-0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
2.7661,1,0.0152,0.0,800,15.117,0.120,1.81,0.000000,-0.000008,0.015000,0.000000,0.000000,0.700000,0.000000
2.7665,1,-0.0245,0.0,800,15.117,0.120,1.81,0.000000,-0.000007,0.015000,0.000000,0.000000,0.700000,0.000000
2.9698,1,-0.0031,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
3.3887,1,-0.0200,0.0,800,15.117,0.120,1.81,0.000000,0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
3.3900,1,-0.0237,0.0,800,15.117,0.120,1.81,0.000000,0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
3.3905,1,0.0110,0.0,800,15.117,0.120,1.81,0.000000,0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
3.3922,1,-0.0166,0.0,800,15.117,0.120,1.81,0.000000,0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
4.1456,1,-0.0384,0.0,800,15.117,0.120,1.81,0.000000,0.000010,0.015000,0.000000,0.000000,0.700000,0.000000
4.1461,1,0.0412,0.0,800,15.117,0.120,1.81,0.000000,-0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
4.1471,1,0.0036,0.0,800,15.117,0.120,1.81,0.000000,0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
4.1475,1,0.0044,0.0,800,15.117,0.120,1.81,0.000000,0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
4.1484,1,-0.0040,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
4.1490,1,0.0011,0.0,800,15.117,0.120,1.81,0.000000,-0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
4.8346,1,-0.0121,0.0,800,15.117,0.120,1.81,0.000000,0.000011,0.015000,0.000000,0.000000,0.700000,0.000000
4.8363,1,-0.0150,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
4.8373,1,0.0030,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
4.8381,1,-0.0099,0.0,800,15.117,0.120,1.81,0.000000,0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
4.8386,1,0.0060,0.0,800,15.117,0.120,1.81,0.000000,0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
4.8394,1,0.0329,0.0,800,15.117,0.120,1.81,0.000000,0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
4.8397,1,-0.0119,0.0,800,15.117,0.120,1.81,0.000000,0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
5.5228,1,-0.0082,0.0,800,15.117,0.120,1.81,0.000000,0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
5.5251,1,-0.0068,0.0,800,15.117,0.120,1.81,0.000000,0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
5.5256,1,-0.0384,0.0,800,15.117,0.120,1.81,0.000000,0.000009,0.015000,0.000000,0.000000,0.700000,0.000000
5.5262,1,0.0109,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
5.5272,1,-0.0247,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
5.5284,1,0.0260,0.0,800,15.117,0.120,1.81,0.000000,-0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
5.5298,1,-0.0049,0.0,800,15.117,0.120,1.81,0.000000,0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
6.2146,1,0.0037,0.0,800,15.117,0.120,1.81,0.000000,0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
6.2160,1,0.0076,0.0,800,15.117,0.120,1.81,0.000000,-0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
6.2176,1,0.0281,0.0,800,15.117,0.120,1.81,0.000000,0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
6.2179,1,0.0048,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
6.2185,1,-0.0365,0.0,800,15.117,0.120,1.81,0.000000,0.000007,0.015000,0.000000,0.000000,0.700000,0.000000
6.9015,1,-0.0507,0.0,800,15.117,0.120,1.81,0.000000,-0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
6.9020,1,0.0128,0.0,800,15.117,0.120,1.81,0.000000,-0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
6.9026,1,0.0003,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
6.9030,1,-0.0259,0.0,800,15.117,0.120,1.81,0.000000,0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
6.9039,1,0.0009,0.0,800,15.117,0.120,1.81,0.000000,-0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
6.9047,1,0.0140,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
6.9050,1,0.0182,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
7.5916,1,-0.0222,0.0,800,15.117,0.120,1.81,0.000000,0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
7.5933,1,0.0900,0.0,800,15.117,0.120,1.81,0.000000,-0.000009,0.015000,0.000000,0.000000,0.700000,0.000000
7.5948,1,-0.1349,0.0,800,15.117,0.120,1.81,0.000000,0.000013,0.015000,0.000000,0.000000,0.700000,0.000000
7.5958,1,0.0204,0.0,800,15.117,0.120,1.81,0.000000,-0.000012,0.015000,0.000000,0.000000,0.700000,0.000000
7.5970,1,-0.0482,0.0,800,15.117,0.120,1.81,0.000000,-0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
7.5972,1,-0.0593,0.0,800,15.117,0.120,1.81,0.000000,0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
8.0013,1,-0.0491,0.0,800,15.117,0.120,1.81,0.000000,0.000009,0.015000,0.000000,0.000000,0.700000,0.000000
8.0021,1,-0.0817,0.0,800,15.117,0.120,1.81,0.000000,-0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
8.0027,1,0.0268,0.0,800,15.117,0.120,1.81,0.000000,-0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
8.0029,1,-0.0246,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
8.0032,1,0.0397,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
8.0938,1,-0.0541,0.0,800,15.117,0.120,1.81,0.000000,0.000013,0.015000,0.000000,0.000000,0.700000,0.000000
8.6942,1,-0.0194,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
8.6956,1,0.0668,0.0,800,15.117,0.120,1.81,0.000000,0.000012,0.015000,0.000000,0.000000,0.700000,0.000000
8.6966,1,0.0338,0.0,800,15.117,0.120,1.81,0.000000,-0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
8.6979,1,0.0532,0.0,800,15.117,0.120,1.81,0.000000,-0.000008,0.015000,0.000000,0.000000,0.700000,0.000000
9.4320,1,0.0325,0.0,800,15.117,0.120,1.81,0.000000,0.000010,0.015000,0.000000,0.000000,0.700000,0.000000
9.4341,1,-0.0183,0.0,800,15.117,0.120,1.81,0.000000,-0.000019,0.015000,0.000000,0.000000,0.700000,0.000000
9.4350,1,0.0323,0.0,800,15.117,0.120,1.81,0.000000,-0.000008,0.015000,0.000000,0.000000,0.700000,0.000000
9.4362,1,-0.0677,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
9.4372,1,-0.0761,0.0,800,15.117,0.120,1.81,0.000000,-0.000012,0.015000,0.000000,0.000000,0.700000,0.000000
9.4378,1,0.0602,0.0,800,15.117,0.120,1.81,0.000000,0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
9.8745,1,0.0603,0.0,800,15.117,0.120,1.81,0.000000,-0.000007,0.015000,0.000000,0.000000,0.700000,0.000000
9.8785,1,0.0311,0.0,800,15.117,0.120,1.81,0.000000,-0.000009,0.015000,0.000000,0.000000,0.700000,0.000000
9.8800,1,0.0080,0.0,800,15.117,0.120,1.81,0.000000,-0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
9.8806,1,-0.0505,0.0,800,15.117,0.120,1.81,0.000000,0.000010,0.015000,0.000000,0.000000,0.700000,0.000000
10.2317,1,-0.0451,0.0,800,15.117,0.120,1.81,0.000000,0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
10.2329,1,0.0287,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
10.2396,1,-0.0056,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
10.5337,1,-0.0422,0.0,800,15.117,0.120,1.81,0.000000,-0.000012,0.015000,0.000000,0.000000,0.700000,0.000000
10.5343,1,-0.0165,0.0,800,15.117,0.120,1.81,0.000000,0.000006,0.015000,0.000000,0.000000,0.700000,0.000000
11.2754,1,0.0573,0.0,800,15.117,0.120,1.81,0.000000,-0.000011,0.015000,0.000000,0.000000,0.700000,0.000000
11.2781,1,0.0519,0.0,800,15.117,0.120,1.81,0.000000,-0.000014,0.015000,0.000000,0.000000,0.700000,0.000000
11.2790,1,-0.0777,0.0,800,15.117,0.120,1.81,0.000000,-0.000023,0.015000,0.000000,0.000000,0.700000,0.000000
11.2792,1,-0.0622,0.0,800,15.117,0.120,1.81,0.000000,0.000026,0.015000,0.000000,0.000000,0.700000,0.000000
11.2798,1,-0.0572,0.0,800,15.117,0.120,1.81,0.000000,0.000007,0.015000,0.000000,0.000000,0.700000,0.000000
11.2807,1,0.0170,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
11.9911,1,0.0136,0.0,800,15.117,0.120,1.81,0.000000,-0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
11.9952,1,-0.0322,0.0,800,15.117,0.120,1.81,0.000000,0.000008,0.015000,0.000000,0.000000,0.700000,0.000000
11.9963,1,-0.0514,0.0,800,15.117,0.120,1.81,0.000000,0.000010,0.015000,0.000000,0.000000,0.700000,0.000000
11.9978,1,-0.0537,0.0,800,15.117,0.120,1.81,0.000000,0.000017,0.015000,0.000000,0.000000,0.700000,0.000000
12.4182,1,0.0274,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
12.4222,1,-0.0237,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
12.4246,1,0.0281,0.0,800,15.117,0.120,1.81,0.000000,-0.000007,0.015000,0.000000,0.000000,0.700000,0.000000
13.1271,1,0.0278,0.0,800,15.117,0.120,1.81,0.000000,-0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
13.1293,1,0.0217,0.0,800,15.117,0.120,1.81,0.000000,0.000000,0.015000,0.000000,0.000000,0.700000,0.000000
13.1316,1,0.0077,0.0,800,15.117,0.120,1.81,0.000000,-0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
13.7361,1,0.0075,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
13.7384,1,0.0200,0.0,800,15.117,0.120,1.81,0.000000,-0.000003,0.015000,0.000000,0.000000,0.700000,0.000000
14.4263,1,0.0254,0.0,800,15.117,0.120,1.81,0.000000,-0.000005,0.015000,0.000000,0.000000,0.700000,0.000000
14.4293,1,-0.0322,0.0,800,15.117,0.120,1.81,0.000000,0.000007,0.015000,0.000000,0.000000,0.700000,0.000000
15.1141,1,-0.0113,0.0,800,15.117,0.120,1.81,0.000000,0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
15.1171,1,0.0399,0.0,800,15.117,0.120,1.81,0.000000,0.000001,0.015000,0.000000,0.000000,0.700000,0.000000
15.8039,1,-0.0131,0.0,800,15.117,0.120,1.81,0.000000,-0.000002,0.015000,0.000000,0.000000,0.700000,0.000000
15.8080,1,0.0335,0.0,800,15.117,0.120,1.81,0.000000,-0.000013,0.015000,0.000000,0.000000,0.700000,0.000000
16.4947,1,-0.0178,0.0,800,15.117,0.120,1.81,0.000000,0.000004,0.015000,0.000000,0.000000,0.700000,0.000000
