t_s,armed,yaw_rate_dps,target_dps,servo4_pwm,vbat_v,current_a,power_w,kp,ki,kd,imax,h_yaw_trim
17.1092,1,-7.3663,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.1100,1,3.8258,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.1108,1,-1.6714,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.2902,1,3.3284,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.2910,1,7.1644,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6064,1,2.9415,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6073,1,10.1049,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6076,1,15.4868,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6083,1,18.6356,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6089,1,11.7546,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6889,1,7.6338,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.6899,1,5.9475,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.8786,1,2.2104,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.8798,1,6.5401,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
17.8803,1,10.6105,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.1703,1,9.9609,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.1710,1,0.9557,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.1714,1,-1.1468,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.2840,1,-4.6976,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.2846,1,5.5953,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.4881,1,6.2284,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.4890,1,5.2742,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8598,1,8.5442,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8604,1,-0.9885,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8610,1,-4.0015,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8618,1,-8.8451,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8623,1,-7.6297,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8625,1,-12.5431,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8626,1,-6.5981,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
18.8627,1,-2.5450,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.0510,1,-5.3437,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.0519,1,-6.3051,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.0527,1,-2.4194,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.0534,1,-9.9450,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5661,1,-7.4321,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5668,1,-0.1623,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5676,1,7.4920,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5682,1,0.1221,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5688,1,-1.1880,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5690,1,1.4908,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5692,1,-6.2072,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.5955,1,-5.4487,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.6327,1,1.1285,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.9124,1,7.9023,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.9129,1,5.6905,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.9134,1,3.9204,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.9142,1,4.3109,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
19.9145,1,6.6295,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.0514,1,1.0340,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.0521,1,8.8125,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.1033,1,11.0858,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.2476,1,5.2671,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.2486,1,-0.0953,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.3631,1,-3.1126,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.5661,1,0.9905,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.5668,1,4.3135,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.5677,1,8.6076,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.5682,1,5.7568,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.6777,1,-6.2498,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.8336,1,-8.8111,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
20.8342,1,-20.4701,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.0654,1,-12.7487,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.0661,1,-16.7308,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.0669,1,-7.5135,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.0675,1,-1.2435,0.0,869,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.0682,1,-8.5323,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3953,1,-4.8275,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3960,1,-1.9032,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3968,1,-0.9680,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3973,1,-1.6726,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3982,1,7.3140,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3983,1,11.7383,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.3984,1,7.3262,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.6419,1,3.3038,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.6420,1,4.8687,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.6422,1,5.5089,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.6424,1,9.5802,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9927,1,11.9703,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9934,1,16.5737,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9942,1,17.1810,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9947,1,18.9527,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9951,1,20.3867,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9953,1,20.0029,0.0,850,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9955,1,16.8137,0.0,850,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
21.9956,1,10.3306,0.0,850,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.0445,1,8.6274,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.3404,1,5.3312,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.3410,1,3.4547,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.3416,1,0.9096,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.3420,1,-4.4812,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.3426,1,-5.8031,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6460,1,-4.4728,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6467,1,-3.8119,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6473,1,-4.4557,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6481,1,-8.6258,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6489,1,-10.3407,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6490,1,-11.7774,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6492,1,-9.4231,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.6493,1,-15.0151,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.9892,1,-15.7521,0.0,872,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.9900,1,-18.4053,0.0,872,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.9905,1,-15.5354,0.0,869,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.9910,1,-10.9112,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.9918,1,-9.3902,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
22.9919,1,-13.9039,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.1401,1,-10.9812,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.1408,1,-16.2888,0.0,869,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.2534,1,-5.9936,0.0,869,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.3309,1,-7.5735,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.3319,1,1.0570,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9603,1,9.4472,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9609,1,-0.6255,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9617,1,-0.4502,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9623,1,0.2192,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9627,1,-0.4690,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9628,1,-2.8670,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9629,1,5.8600,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9631,1,14.2360,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9633,1,2.4799,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9635,1,5.2056,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9636,1,-0.2413,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
23.9637,1,5.2643,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.0509,1,10.2393,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.0977,1,16.7595,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.1666,1,14.7553,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.3720,1,16.8631,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.3725,1,6.1680,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.3731,1,3.6129,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.3736,1,4.1387,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.5166,1,0.6386,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.5175,1,-2.4848,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.6324,1,0.3946,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.6997,1,0.5697,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
24.8172,1,4.0428,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1916,1,8.8006,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1921,1,6.9542,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1929,1,6.0691,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1935,1,-0.4737,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1937,1,-7.0017,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1939,1,-14.0198,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1940,1,-13.7531,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.1941,1,-17.9807,0.0,869,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.3336,1,-17.0201,0.0,869,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.3348,1,-16.2110,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.5229,1,-20.1526,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.5238,1,-14.9172,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.5248,1,-17.4124,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.5253,1,-11.4264,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.7131,1,-8.2215,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.7825,1,-6.8211,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
25.9434,1,2.2719,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.0245,1,-1.2810,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.0251,1,0.5535,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.1386,1,4.8105,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.1397,1,-3.8142,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.3407,1,-5.1287,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.3417,1,3.9370,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.3429,1,11.8177,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.4845,1,5.0650,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.4855,1,4.3254,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.7169,1,9.0323,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.7179,1,-0.6188,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.7188,1,-1.3648,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.7193,1,3.1024,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.7939,1,10.5212,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.7946,1,3.8805,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
26.8953,1,-1.6154,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.1765,1,-9.0353,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.1770,1,0.5479,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.1777,1,7.6791,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.1780,1,12.1764,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.4805,1,2.8173,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.4812,1,-0.5122,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.4819,1,6.6979,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.4824,1,8.8429,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9707,1,9.8135,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9713,1,-4.7257,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9721,1,-8.0758,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9726,1,-6.8666,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9732,1,-11.8981,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9733,1,-2.9647,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9736,1,-1.8346,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
27.9736,1,-4.7443,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.0385,1,-14.5326,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.3168,1,-9.7695,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.3179,1,1.7258,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.3184,1,4.9310,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.3194,1,-1.2307,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.3828,1,-1.6836,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.5181,1,-3.3188,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.5190,1,-3.5026,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.7359,1,-0.3533,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
28.9095,1,6.6529,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.0226,1,7.8528,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.0233,1,-1.6225,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.0241,1,-2.1969,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.2245,1,-8.8208,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.2251,1,-0.8211,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.2261,1,-5.7703,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.4548,1,4.4892,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.4557,1,6.8778,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.4563,1,-1.6332,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.4570,1,3.2223,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.7108,1,1.3751,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.7118,1,11.3183,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.7126,1,18.7575,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
29.7131,1,34.5673,0.0,852,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1080,1,46.7686,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1087,1,51.6469,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1093,1,56.4847,0.0,832,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1100,1,55.6408,0.0,831,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1105,1,7.8273,0.0,822,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1107,1,11.7588,0.0,834,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1111,1,35.0259,0.0,852,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.1113,1,58.6411,0.0,835,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.3182,1,3.6672,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.3189,1,-35.2744,0.0,841,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.3198,1,7.3102,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.4020,1,36.8273,0.0,852,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.5287,1,53.2861,0.0,835,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.5296,1,30.4746,0.0,823,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.5948,1,-18.2984,0.0,820,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
30.7913,1,-9.0055,0.0,837,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1034,1,-6.4362,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1037,1,-2.1544,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1042,1,-14.0882,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1048,1,-22.7621,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1056,1,-30.7274,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1061,1,-38.8998,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1815,1,-42.5101,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.1823,1,-51.9576,0.0,872,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.3278,1,-42.5597,0.0,873,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6890,1,-36.4489,0.0,881,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6896,1,-19.9667,0.0,876,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6906,1,-11.3133,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6912,1,9.6172,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6914,1,31.2559,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6916,1,46.1936,0.0,850,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6917,1,59.5578,0.0,833,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.6920,1,40.8234,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.7892,1,-5.6750,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.7905,1,-9.8653,0.0,848,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.8997,1,13.4600,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
31.9478,1,35.2705,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.0305,1,58.0224,0.0,844,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.0313,1,33.6730,0.0,832,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.1771,1,-25.9261,0.0,823,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.2489,1,-46.3222,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.3724,1,-35.2447,0.0,873,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.3729,1,-27.2134,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.4844,1,-22.5512,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
