t_s,armed,yaw_rate_dps,target_dps,servo4_pwm,vbat_v,current_a,power_w,kp,ki,kd,imax,h_yaw_trim
32.5644,1,-18.1556,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
32.5651,1,-19.7623,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0585,1,-21.3437,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0591,1,-26.7925,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0598,1,-32.5464,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0603,1,-40.4534,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0611,1,-51.8514,0.0,874,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0612,1,-59.6300,0.0,878,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0613,1,-55.1058,0.0,883,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0614,1,-46.7975,0.0,891,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.0615,1,-41.4066,0.0,890,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.1031,1,-19.5316,0.0,887,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.3018,1,-6.6574,0.0,882,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.3027,1,11.0567,0.0,874,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.3029,1,21.1203,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.3031,1,38.3541,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.5015,1,58.1588,0.0,846,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.5018,1,55.8742,0.0,838,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.5025,1,65.1474,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.5029,1,34.2195,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.6457,1,34.4037,0.0,828,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.6465,1,58.0450,0.0,842,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.7130,1,54.3971,0.0,826,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.8666,1,11.2713,0.0,820,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
33.8674,1,2.2591,0.0,840,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.1437,1,37.3044,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.1443,1,60.3383,0.0,844,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.1451,1,22.0515,0.0,829,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.1455,1,-26.5716,0.0,818,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.1457,1,-28.4000,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.3342,1,21.3291,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7344,1,28.4884,0.0,843,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7354,1,33.8605,0.0,836,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7362,1,22.2215,0.0,833,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7366,1,13.5176,0.0,833,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7370,1,1.8122,0.0,835,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7376,1,-8.1039,0.0,843,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7380,1,-21.9500,0.0,849,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7384,1,-34.3179,0.0,856,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.7385,1,-51.0667,0.0,859,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.9174,1,-61.1601,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
34.9181,1,-68.5256,0.0,876,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.0274,1,-74.0744,0.0,882,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.0586,1,-79.9213,0.0,893,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3793,1,-86.2033,0.0,896,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3800,1,-85.0327,0.0,901,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3805,1,-83.5813,0.0,905,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3813,1,-70.9768,0.0,911,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3816,1,-47.1392,0.0,909,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3818,1,-24.8405,0.0,904,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.3820,1,-6.3700,0.0,885,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6295,1,7.0880,0.0,885,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6301,1,14.7257,0.0,874,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6310,1,31.1581,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6314,1,44.8871,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6320,1,54.2917,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6971,1,71.3837,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6978,1,88.4102,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
35.6984,1,89.8127,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.0358,1,72.3725,0.0,815,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.0361,1,47.8062,0.0,815,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.0365,1,19.3008,0.0,825,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.0370,1,8.7690,0.0,844,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.0377,1,13.8375,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.0382,1,30.7451,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.1771,1,45.1717,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.1778,1,60.0795,0.0,840,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.1784,1,77.0763,0.0,830,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.2905,1,70.6351,0.0,830,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.2912,1,37.9597,0.0,815,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.4076,1,3.8495,0.0,818,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.4868,1,-27.2292,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.4876,1,-36.1160,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.7649,1,-16.0246,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.7661,1,17.7784,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.7667,1,46.8127,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.7673,1,67.9475,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
36.8172,1,74.2981,0.0,832,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2344,1,65.6945,0.0,812,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2351,1,33.0384,0.0,813,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2358,1,-0.9368,0.0,813,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2362,1,-25.9508,0.0,826,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2365,1,-27.4990,0.0,850,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2373,1,17.9413,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2378,1,31.1383,0.0,848,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.2379,1,32.0036,0.0,836,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.5067,1,18.6609,0.0,830,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.5073,1,-7.3002,0.0,840,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.5085,1,-26.8973,0.0,844,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.5098,1,-51.4616,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.6475,1,-76.1491,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.6486,1,-87.2378,0.0,888,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.7917,1,-96.5675,0.0,902,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
37.8941,1,-94.4804,0.0,910,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.0114,1,-93.8379,0.0,914,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.0792,1,-68.1220,0.0,921,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.2567,1,-26.7273,0.0,911,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.2581,1,21.2902,0.0,894,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.3106,1,56.4264,0.0,881,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.4869,1,87.5420,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.6995,1,99.5288,0.0,831,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.7006,1,44.3442,0.0,819,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.7012,1,11.5583,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.7810,1,43.0252,0.0,846,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.8783,1,78.0758,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
38.9491,1,57.0091,0.0,822,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.0275,1,3.7166,0.0,818,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.1875,1,27.7861,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.1886,1,69.4943,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.3864,1,27.5356,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.3870,1,-27.9480,0.0,821,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.3882,1,-17.9581,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.6073,1,40.5314,0.0,868,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.6083,1,74.4334,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.6092,1,55.6070,0.0,832,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.7519,1,-9.2404,0.0,819,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.7528,1,-51.3579,0.0,833,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.8814,1,-49.5465,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.8824,1,-36.5839,0.0,880,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
39.9503,1,-28.3550,0.0,875,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3566,1,-18.4746,0.0,870,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3574,1,-9.2900,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3585,1,-14.9392,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3592,1,-11.7765,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3603,1,-12.9558,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3608,1,-18.2934,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.3610,1,-27.4950,0.0,863,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.5259,1,-33.6437,0.0,865,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.5267,1,-40.9037,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.5279,1,-49.8016,0.0,876,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.5286,1,-53.6138,0.0,883,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.6947,1,-55.4961,0.0,887,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.9158,1,-63.3092,0.0,889,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.9164,1,-80.2222,0.0,893,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.9171,1,-71.0509,0.0,903,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
40.9176,1,-53.3810,0.0,909,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.0260,1,-37.0722,0.0,902,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.0267,1,-14.3097,0.0,895,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.1559,1,9.0944,0.0,887,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.1565,1,31.3772,0.0,876,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.1569,1,43.6439,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6373,1,66.0731,0.0,853,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6378,1,83.4757,0.0,848,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6386,1,87.0984,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6394,1,58.0597,0.0,819,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6396,1,28.5576,0.0,824,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6397,1,3.5991,0.0,840,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6399,1,-2.0355,0.0,840,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6401,1,16.8403,0.0,857,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6402,1,36.8499,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.6403,1,53.1705,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.7957,1,60.6055,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.7964,1,71.8953,0.0,836,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.7970,1,71.1151,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
41.7978,1,45.2158,0.0,817,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5476,1,9.8065,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5483,1,-5.6290,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5492,1,4.8209,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5498,1,18.7665,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5501,1,35.8007,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5508,1,50.4418,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5511,1,50.4101,0.0,835,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5512,1,40.5480,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5516,1,27.3674,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5517,1,22.8625,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5519,1,22.9804,0.0,835,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5521,1,20.4478,0.0,836,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5522,1,14.4888,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5523,1,5.5145,0.0,839,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5525,1,-5.5488,0.0,841,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5526,1,-11.1973,0.0,848,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5527,1,-17.6523,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.5950,1,-33.4819,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.8904,1,-46.3040,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.8912,1,-55.6827,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.8921,1,-64.9580,0.0,874,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.8928,1,-69.7647,0.0,885,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.8933,1,-79.2957,0.0,885,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.9964,1,-92.1897,0.0,892,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
42.9969,1,-98.7155,0.0,899,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.1092,1,-113.1030,0.0,910,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.1897,1,-117.1997,0.0,910,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.1904,1,-121.7689,0.0,919,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.3351,1,-121.8155,0.0,925,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.4597,1,-124.7709,0.0,929,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.4604,1,-127.5130,0.0,929,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.4610,1,-113.7844,0.0,934,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.5643,1,-101.3819,0.0,938,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.5650,1,-85.8363,0.0,934,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.6932,1,-79.5010,0.0,934,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.8040,1,-69.7480,0.0,924,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.8046,1,-54.3517,0.0,923,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.8051,1,-36.5477,0.0,913,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.9281,1,-19.1353,0.0,913,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.9289,1,3.6636,0.0,903,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
43.9847,1,21.7031,0.0,895,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.2735,1,36.0384,0.0,880,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.2740,1,57.1321,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.2745,1,74.4251,0.0,867,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.2753,1,93.4954,0.0,851,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.2755,1,111.3918,0.0,842,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.2757,1,103.2728,0.0,822,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.3012,1,87.9344,0.0,822,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.3397,1,68.2806,0.0,822,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.6211,1,51.5271,0.0,829,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.6222,1,49.8513,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.6226,1,71.3386,0.0,845,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.6231,1,90.7795,0.0,846,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.6749,1,83.8889,0.0,830,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.8030,1,23.3630,0.0,815,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.9640,1,12.5841,0.0,844,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
44.9649,1,74.8730,0.0,862,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.1933,1,50.8291,0.0,823,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.1939,1,-34.0927,0.0,810,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.1947,1,-59.9967,0.0,847,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.1952,1,-12.5633,0.0,887,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7169,1,20.2558,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7184,1,33.3237,0.0,855,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7190,1,37.1712,0.0,842,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7195,1,31.0545,0.0,835,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7199,1,1.2708,0.0,837,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7211,1,-31.6257,0.0,848,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7217,1,-76.8245,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.7219,1,-101.5135,0.0,892,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
45.9581,1,-75.0462,0.0,916,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
46.1081,1,-26.6593,0.0,913,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
46.3580,1,47.4820,0.0,896,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
46.3593,1,86.1345,0.0,860,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
46.5584,1,31.1503,0.0,827,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
46.6276,1,72.5121,0.0,847,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
46.7811,1,31.6197,0.0,837,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.0374,1,-4.1181,0.0,826,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.1604,1,78.1831,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.2158,1,-40.3099,0.0,829,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.3165,1,-16.0155,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.4848,1,-5.6984,0.0,866,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.5906,1,-5.8745,0.0,858,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.6520,1,-9.2370,0.0,854,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
47.8440,1,-16.3816,0.0,861,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.1728,1,-30.7984,0.0,864,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.1743,1,-52.5306,0.0,871,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.1750,1,-63.7989,0.0,886,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.4381,1,-87.1517,0.0,896,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.4399,1,-89.8198,0.0,910,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.6716,1,-106.9995,0.0,919,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.6729,1,-124.6362,0.0,933,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.8834,1,-138.2281,0.0,951,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
48.8842,1,-114.6215,0.0,950,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
49.0940,1,-72.3630,0.0,962,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
49.2171,1,-55.6453,0.0,951,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
49.3003,1,-17.9808,0.0,938,15.239,0.120,1.83,0.100000,0.100000,0.000000,0.700000,0.000000
