# tuning.csv -- written by calibrate.py yawmanual
# run_start_local: 2026-05-13T15:10:49
# run_start_utc: 2026-05-13T13:10:49+00:00
# duration_arg_s: 5.0
# ATC_RAT_YAW_P: 0.10000000149011612
# ATC_RAT_YAW_I: 0.10000000149011612
# ATC_RAT_YAW_D: 0.0
# ATC_RAT_YAW_IMAX: 0.699999988079071
# H_YAW_TRIM: 0.0
# SERVO4_MIN: 800.0
# SERVO4_MAX: 1100.0
# SERVO4_TRIM: 800.0
# SERVO4_FUNCTION: 0.0
# SCR_USER6: 2.0
# H_TAIL_TYPE: 4.0
#
t_s,armed,yaw_rate_dps,target_dps,servo4_pwm,vbat_v,current_a,power_w,yaw_i_lua,yaw_out_unclamp_lua,kp,ki,kd,imax,h_yaw_trim
1.3512,1,-0.0119,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
1.5437,1,-0.0454,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
1.6666,1,-0.0318,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
1.6676,1,-0.0479,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
1.7773,1,0.0196,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
1.7783,1,0.0205,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.1360,1,-0.0014,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.1371,1,0.0282,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.1381,1,-0.0717,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.1389,1,0.0065,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.2399,1,0.0072,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.2409,1,-0.0040,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.3418,1,0.0064,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.3430,1,0.0165,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.4668,1,-0.0231,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.4679,1,0.0531,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.5091,1,-0.0013,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.7700,1,0.0202,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.7710,1,-0.0478,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
2.7716,1,0.0249,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1810,1,-0.0033,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1817,1,-0.0182,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1823,1,0.0123,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1828,1,-0.0282,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1833,1,0.0268,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1839,1,-0.0511,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1845,1,0.0090,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.1847,1,0.0168,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.3017,1,-0.0238,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.3024,1,-0.0653,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.3033,1,-0.0813,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.3379,1,-0.0115,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.5015,1,-0.0264,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.7060,1,-0.0379,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.7068,1,0.0720,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.7076,1,0.0678,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.7087,1,0.0118,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.7093,1,0.0159,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.8489,1,-0.0225,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.9708,1,-0.0396,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.9715,1,-0.0148,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
3.9721,1,-0.0086,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.0845,1,-0.0459,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.0854,1,-0.0272,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.1636,1,0.0213,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.3104,1,0.0068,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.3109,1,-0.0307,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8650,1,0.0172,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8656,1,-0.0044,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8660,1,-0.0036,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8662,1,-0.0007,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8670,1,0.0143,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8680,1,-0.0154,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8684,1,0.0303,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8688,1,-0.0070,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8689,1,-0.0021,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8690,1,-0.0193,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8691,1,-0.0014,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8692,1,-0.0320,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
4.8693,1,-0.0241,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2358,1,0.0080,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2365,1,-0.0219,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2372,1,-0.0060,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2381,1,0.0257,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2386,1,-0.0437,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2389,1,0.0024,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.2391,1,-0.0235,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.3916,1,-0.0109,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.4729,1,0.0253,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.5862,1,0.0090,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.5868,1,-0.0024,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
5.6892,1,-0.0301,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.1189,1,0.0181,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.1195,1,-0.0191,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.1203,1,0.0236,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.1209,1,-0.0103,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.1215,1,-0.0239,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.1216,1,-0.0216,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.2453,1,-0.0061,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.2465,1,-0.0100,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.4695,1,0.0034,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.4702,1,-0.0125,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.7926,1,0.0031,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.7931,1,0.0183,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.7939,1,-0.0190,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.7944,1,0.0060,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.7948,1,0.0274,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.9670,1,-0.0080,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
6.9676,1,-0.0067,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.1024,1,0.0108,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.1033,1,-0.0163,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.3935,1,0.0294,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.3952,1,0.0286,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.3958,1,0.0245,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.5073,1,0.0006,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.8635,1,-0.0005,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.8640,1,0.0386,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.8646,1,-0.0223,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.8649,1,-0.0082,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.8654,1,0.0123,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
7.8657,1,-0.0027,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.0181,1,-0.0081,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.0191,1,0.0022,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.0200,1,-0.0163,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.1291,1,-0.0192,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.1297,1,-0.0138,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4864,1,0.0019,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4874,1,-0.0121,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4883,1,-0.0376,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4889,1,-0.0122,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4895,1,-0.0325,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4897,1,0.0229,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.4899,1,-0.0177,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.7026,1,-0.0001,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.7032,1,-0.0154,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.7042,1,0.0075,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.7049,1,-0.0271,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.8247,1,0.0182,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.8263,1,-0.0082,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
8.9360,1,-0.0329,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.0141,1,-0.0024,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.0153,1,-0.0184,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3880,1,0.0059,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3884,1,-0.0026,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3892,1,-0.0141,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3901,1,-0.3062,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3903,1,-0.0411,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3905,1,0.1221,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.3907,1,0.1276,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.5842,1,0.1730,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.9410,1,0.0529,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.9416,1,-0.0432,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.9424,1,0.0402,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.9429,1,-0.0349,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.9433,1,-0.0883,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
9.9434,1,0.1081,0.0,800,15.207,0.220,3.35,,,0.100000,0.100000,0.000000,0.700000,0.000000
